service_id,date,exception_type
ATB:Timetable:1600031-2019-08-10,20190812,2
ATB:Timetable:1600031-2019-08-10,20190813,2
ATB:Timetable:1600031-2019-08-10,20190814,2
ATB:Timetable:1600031-2019-08-10,20191007,2
ATB:Timetable:1600031-2019-08-10,20191008,2
ATB:Timetable:1600031-2019-08-10,20191009,2
ATB:Timetable:1600050-2019-08-10,20190810,1
ATB:Timetable:1600050-2019-08-10,20190817,1
ATB:Timetable:1600050-2019-08-10,20190824,1
ATB:Timetable:1600050-2019-08-10,20190831,1
ATB:Timetable:1600013-2019-08-03,20190805,1
ATB:Timetable:1600013-2019-08-03,20190806,1
ATB:Timetable:1600013-2019-08-03,20190807,1
ATB:Timetable:1600021-2019-08-10,20191008,2
ATB:Timetable:1600021-2019-08-10,20191009,2
ATB:Timetable:1600021-2019-08-10,20191010,2
ATB:Timetable:1600071-2019-08-10,20190810,2
ATB:Timetable:1600071-2019-08-10,20190817,2
ATB:Timetable:1600071-2019-08-10,20190824,2
ATB:Timetable:1600071-2019-08-10,20190831,2
ATB:Timetable:1600071-2019-08-10,20190907,2
ATB:Timetable:1600071-2019-08-10,20190914,2
ATB:Timetable:1600071-2019-08-10,20190921,2
ATB:Timetable:1600071-2019-08-10,20190928,2
ATB:Timetable:1600051-2019-08-10,20190811,1
ATB:Timetable:1600051-2019-08-10,20190818,1
ATB:Timetable:1600051-2019-08-10,20190825,1
ATB:Timetable:1600051-2019-08-10,20190901,1
ATB:Timetable:1600081-2019-08-10,20190811,2
ATB:Timetable:1600081-2019-08-10,20190818,2
ATB:Timetable:1600081-2019-08-10,20190825,2
ATB:Timetable:1600041-2019-08-10,20190813,2
ATB:Timetable:1600041-2019-08-10,20190814,2
ATB:Timetable:1600041-2019-08-10,20191008,2
ATB:Timetable:1600041-2019-08-10,20191009,2
ATB:Timetable:1600041-2019-08-10,20191010,2
ATB:Timetable:1600012-2019-08-10,20191009,2
ATB:Timetable:1600012-2019-08-10,20191011,2
ATB:Timetable:1600004-2019-08-03,20190809,1
ATB:Timetable:1600014-2019-08-03,20190808,1
ATB:Timetable:1600014-2019-08-03,20190809,1
ATB:Timetable:1600022-2019-08-10,20191007,2
